,date,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp,MinTemp,work
0,2021-01-01,19,15,0,19,15,0,15,7,0,19,15,0,15,7,0,15,7,0,13,13,0,13,13,0,13,13,0,13,13,0,19,15,0,19,15,0,15,7,0,15,7,0,15,7,0
1,2021-01-02,21,17,0,21,17,0,17,7,0,21,17,0,17,7,0,17,7,0,16,13,0,16,13,0,16,13,0,16,13,0,21,17,0,21,17,0,17,7,0,17,7,0,17,7,0
2,2021-01-03,23,18,0,23,18,0,18,10,0,23,18,0,18,10,0,18,10,0,19,17,0,19,17,0,19,17,0,19,17,0,23,18,0,23,18,0,18,10,0,18,10,0,18,10,0
3,2021-01-04,24,19,1,24,19,1,19,11,1,24,19,1,19,11,1,19,11,1,20,15,1,20,15,1,20,15,1,20,15,1,24,19,1,24,19,1,19,11,1,19,11,1,19,11,1
4,2021-01-05,22,18,1,22,18,1,17,10,1,22,18,1,17,10,1,17,10,1,17,14,1,17,14,1,17,14,1,17,14,1,22,18,1,22,18,1,17,10,1,17,10,1,17,10,1
5,2021-01-06,21,17,1,21,17,1,16,7,1,21,17,1,16,7,1,16,7,1,16,12,1,16,12,1,16,12,1,16,12,1,21,17,1,21,17,1,16,7,1,16,7,1,16,7,1
6,2021-01-07,19,12,1,19,12,1,13,5,1,19,12,1,13,5,1,13,5,1,12,6,1,12,6,1,12,6,1,12,6,1,19,12,1,19,12,1,13,5,1,13,5,1,13,5,1
7,2021-01-08,16,12,1,16,12,1,9,5,1,16,12,1,9,5,1,9,5,1,7,7,1,7,7,1,7,7,1,7,7,1,16,12,1,16,12,1,9,5,1,9,5,1,9,5,1
8,2021-01-09,17,13,0,17,13,0,10,5,0,17,13,0,10,5,0,10,5,0,8,8,0,8,8,0,8,8,0,8,8,0,17,13,0,17,13,0,10,5,0,10,5,0,10,5,0
9,2021-01-10,19,15,0,19,15,0,13,7,0,19,15,0,13,7,0,13,7,0,14,12,0,14,12,0,14,12,0,14,12,0,19,15,0,19,15,0,13,7,0,13,7,0,13,7,0
10,2021-01-11,19,14,1,19,14,1,11,7,1,19,14,1,11,7,1,11,7,1,13,9,1,13,9,1,13,9,1,13,9,1,19,14,1,19,14,1,11,7,1,11,7,1,11,7,1
11,2021-01-12,18,13,1,18,13,1,11,5,1,18,13,1,11,5,1,11,5,1,12,8,1,12,8,1,12,8,1,12,8,1,18,13,1,18,13,1,11,5,1,11,5,1,11,5,1
12,2021-01-13,20,15,1,20,15,1,15,7,1,20,15,1,15,7,1,15,7,1,17,12,1,17,12,1,17,12,1,17,12,1,20,15,1,20,15,1,15,7,1,15,7,1,15,7,1
13,2021-01-14,21,16,1,21,16,1,16,8,1,21,16,1,16,8,1,16,8,1,19,13,1,19,13,1,19,13,1,19,13,1,21,16,1,21,16,1,16,8,1,16,8,1,16,8,1
14,2021-01-15,23,17,1,23,17,1,18,9,1,23,17,1,18,9,1,18,9,1,20,15,1,20,15,1,20,15,1,20,15,1,23,17,1,23,17,1,18,9,1,18,9,1,18,9,1
15,2021-01-16,23,16,0,23,16,0,19,8,0,23,16,0,19,8,0,19,8,0,20,11,0,20,11,0,20,11,0,20,11,0,23,16,0,23,16,0,19,8,0,19,8,0,19,8,0
16,2021-01-17,21,14,0,21,14,0,15,7,0,21,14,0,15,7,0,15,7,0,14,11,0,14,11,0,14,11,0,14,11,0,21,14,0,21,14,0,15,7,0,15,7,0,15,7,0
17,2021-01-18,20,15,1,20,15,1,15,8,1,20,15,1,15,8,1,15,8,1,15,12,1,15,12,1,15,12,1,15,12,1,20,15,1,20,15,1,15,8,1,15,8,1,15,8,1
18,2021-01-19,22,18,1,22,18,1,18,8,1,22,18,1,18,8,1,18,8,1,19,15,1,19,15,1,19,15,1,19,15,1,22,18,1,22,18,1,18,8,1,18,8,1,18,8,1
19,2021-01-20,23,20,1,23,20,1,19,11,1,23,20,1,19,11,1,19,11,1,22,17,1,22,17,1,22,17,1,22,17,1,23,20,1,23,20,1,19,11,1,19,11,1,19,11,1
20,2021-01-21,25,21,1,25,21,1,20,13,1,25,21,1,20,13,1,20,13,1,23,19,1,23,19,1,23,19,1,23,19,1,25,21,1,25,21,1,20,13,1,20,13,1,20,13,1
21,2021-01-22,22,20,1,22,20,1,17,13,1,22,20,1,17,13,1,17,13,1,22,17,1,22,17,1,22,17,1,22,17,1,22,20,1,22,20,1,17,13,1,17,13,1,17,13,1
22,2021-01-23,24,19,0,24,19,0,17,10,0,24,19,0,17,10,0,17,10,0,19,14,0,19,14,0,19,14,0,19,14,0,24,19,0,24,19,0,17,10,0,17,10,0,17,10,0
23,2021-01-24,24,18,0,24,18,0,19,10,0,24,18,0,19,10,0,19,10,0,18,14,0,18,14,0,18,14,0,18,14,0,24,18,0,24,18,0,19,10,0,19,10,0,19,10,0
24,2021-01-25,23,18,1,23,18,1,18,10,1,23,18,1,18,10,1,18,10,1,19,15,1,19,15,1,19,15,1,19,15,1,23,18,1,23,18,1,18,10,1,18,10,1,18,10,1
25,2021-01-26,23,19,1,23,19,1,18,10,1,23,19,1,18,10,1,18,10,1,21,16,1,21,16,1,21,16,1,21,16,1,23,19,1,23,19,1,18,10,1,18,10,1,18,10,1
26,2021-01-27,23,18,1,23,18,1,18,10,1,23,18,1,18,10,1,18,10,1,19,13,1,19,13,1,19,13,1,19,13,1,23,18,1,23,18,1,18,10,1,18,10,1,18,10,1
27,2021-01-28,23,16,1,23,16,1,17,8,1,23,16,1,17,8,1,17,8,1,17,11,1,17,11,1,17,11,1,17,11,1,23,16,1,23,16,1,17,8,1,17,8,1,17,8,1
28,2021-01-29,21,16,1,21,16,1,16,8,1,21,16,1,16,8,1,16,8,1,15,13,1,15,13,1,15,13,1,15,13,1,21,16,1,21,16,1,16,8,1,16,8,1,16,8,1
29,2021-01-30,22,17,0,22,17,0,17,9,0,22,17,0,17,9,0,17,9,0,19,14,0,19,14,0,19,14,0,19,14,0,22,17,0,22,17,0,17,9,0,17,9,0,17,9,0
30,2021-01-31,23,17,0,23,17,0,18,9,0,23,17,0,18,9,0,18,9,0,21,15,0,21,15,0,21,15,0,21,15,0,23,17,0,23,17,0,18,9,0,18,9,0,18,9,0
31,2021-02-01,24,19,1,24,19,1,19,10,1,24,19,1,19,10,1,19,10,1,21,15,1,21,15,1,21,15,1,21,15,1,24,19,1,24,19,1,19,10,1,19,10,1,19,10,1
32,2021-02-02,24,18,1,24,18,1,20,10,1,24,18,1,20,10,1,20,10,1,19,15,1,19,15,1,19,15,1,19,15,1,24,18,1,24,18,1,20,10,1,20,10,1,20,10,1
33,2021-02-03,24,18,1,24,18,1,19,10,1,24,18,1,19,10,1,19,10,1,21,15,1,21,15,1,21,15,1,21,15,1,24,18,1,24,18,1,19,10,1,19,10,1,19,10,1
34,2021-02-04,24,18,1,24,18,1,20,10,1,24,18,1,20,10,1,20,10,1,21,16,1,21,16,1,21,16,1,21,16,1,24,18,1,24,18,1,20,10,1,20,10,1,20,10,1
35,2021-02-05,24,18,1,24,18,1,20,10,1,24,18,1,20,10,1,20,10,1,22,14,1,22,14,1,22,14,1,22,14,1,24,18,1,24,18,1,20,10,1,20,10,1,20,10,1
36,2021-02-06,24,19,0,24,19,0,20,11,0,24,19,0,20,11,0,20,11,0,21,17,0,21,17,0,21,17,0,21,17,0,24,19,0,24,19,0,20,11,0,20,11,0,20,11,0
37,2021-02-07,25,19,1,25,19,1,21,11,1,25,19,1,21,11,1,21,11,1,23,18,1,23,18,1,23,18,1,23,18,1,25,19,1,25,19,1,21,11,1,21,11,1,21,11,1
38,2021-02-08,23,20,1,23,20,1,20,12,1,23,20,1,20,12,1,20,12,1,20,16,1,20,16,1,20,16,1,20,16,1,23,20,1,23,20,1,20,12,1,20,12,1,20,12,1
39,2021-02-09,22,20,1,22,20,1,19,12,1,22,20,1,19,12,1,19,12,1,18,17,1,18,17,1,18,17,1,18,17,1,22,20,1,22,20,1,19,12,1,19,12,1,19,12,1
40,2021-02-10,23,20,1,23,20,1,20,13,1,23,20,1,20,13,1,20,13,1,20,17,1,20,17,1,20,17,1,20,17,1,23,20,1,23,20,1,20,13,1,20,13,1,20,13,1
41,2021-02-11,23,18,0,23,18,0,17,11,0,23,18,0,17,11,0,17,11,0,19,16,0,19,16,0,19,16,0,19,16,0,23,18,0,23,18,0,17,11,0,17,11,0,17,11,0
42,2021-02-12,22,19,0,22,19,0,18,12,0,22,19,0,18,12,0,18,12,0,19,17,0,19,17,0,19,17,0,19,17,0,22,19,0,22,19,0,18,12,0,18,12,0,18,12,0
43,2021-02-13,22,19,0,22,19,0,19,12,0,22,19,0,19,12,0,19,12,0,19,17,0,19,17,0,19,17,0,19,17,0,22,19,0,22,19,0,19,12,0,19,12,0,19,12,0
44,2021-02-14,24,18,0,24,18,0,18,11,0,24,18,0,18,11,0,18,11,0,20,15,0,20,15,0,20,15,0,20,15,0,24,18,0,24,18,0,18,11,0,18,11,0,18,11,0
45,2021-02-15,24,19,0,24,19,0,21,11,0,24,19,0,21,11,0,21,11,0,21,16,0,21,16,0,21,16,0,21,16,0,24,19,0,24,19,0,21,11,0,21,11,0,21,11,0
46,2021-02-16,23,18,0,23,18,0,18,11,0,23,18,0,18,11,0,18,11,0,19,13,0,19,13,0,19,13,0,19,13,0,23,18,0,23,18,0,18,11,0,18,11,0,18,11,0
47,2021-02-17,24,16,0,24,16,0,18,10,0,24,16,0,18,10,0,18,10,0,17,11,0,17,11,0,17,11,0,17,11,0,24,16,0,24,16,0,18,10,0,18,10,0,18,10,0
48,2021-02-18,21,15,1,21,15,1,16,7,1,21,15,1,16,7,1,16,7,1,16,11,1,16,11,1,16,11,1,16,11,1,21,15,1,21,15,1,16,7,1,16,7,1,16,7,1
49,2021-02-19,22,16,1,22,16,1,17,8,1,22,16,1,17,8,1,17,8,1,18,12,1,18,12,1,18,12,1,18,12,1,22,16,1,22,16,1,17,8,1,17,8,1,17,8,1
50,2021-02-20,23,17,1,23,17,1,18,9,1,23,17,1,18,9,1,18,9,1,20,13,1,20,13,1,20,13,1,20,13,1,23,17,1,23,17,1,18,9,1,18,9,1,18,9,1
51,2021-02-21,24,18,0,24,18,0,21,11,0,24,18,0,21,11,0,21,11,0,20,15,0,20,15,0,20,15,0,20,15,0,24,18,0,24,18,0,21,11,0,21,11,0,21,11,0
52,2021-02-22,25,19,1,25,19,1,24,11,1,25,19,1,24,11,1,24,11,1,23,17,1,23,17,1,23,17,1,23,17,1,25,19,1,25,19,1,24,11,1,24,11,1,24,11,1
53,2021-02-23,25,20,1,25,20,1,25,13,1,25,20,1,25,13,1,25,13,1,23,17,1,23,17,1,23,17,1,23,17,1,25,20,1,25,20,1,25,13,1,25,13,1,25,13,1
54,2021-02-24,25,20,1,25,20,1,24,13,1,25,20,1,24,13,1,24,13,1,23,18,1,23,18,1,23,18,1,23,18,1,25,20,1,25,20,1,24,13,1,24,13,1,24,13,1
55,2021-02-25,24,21,1,24,21,1,22,13,1,24,21,1,22,13,1,22,13,1,22,17,1,22,17,1,22,17,1,22,17,1,24,21,1,24,21,1,22,13,1,22,13,1,22,13,1
56,2021-02-26,25,20,1,25,20,1,23,13,1,25,20,1,23,13,1,23,13,1,20,15,1,20,15,1,20,15,1,20,15,1,25,20,1,25,20,1,23,13,1,23,13,1,23,13,1
57,2021-02-27,24,20,0,24,20,0,20,12,0,24,20,0,20,12,0,20,12,0,17,15,0,17,15,0,17,15,0,17,15,0,24,20,0,24,20,0,20,12,0,20,12,0,20,12,0
58,2021-02-28,24,21,0,24,21,0,23,13,0,24,21,0,23,13,0,23,13,0,19,17,0,19,17,0,19,17,0,19,17,0,24,21,0,24,21,0,23,13,0,23,13,0,23,13,0
59,2021-03-01,25,20,1,25,20,1,23,13,1,25,20,1,23,13,1,23,13,1,21,14,1,21,14,1,21,14,1,21,14,1,25,20,1,25,20,1,23,13,1,23,13,1,23,13,1
60,2021-03-02,24,19,1,24,19,1,19,12,1,24,19,1,19,12,1,19,12,1,16,15,1,16,15,1,16,15,1,16,15,1,24,19,1,24,19,1,19,12,1,19,12,1,19,12,1
61,2021-03-03,22,20,1,22,20,1,19,12,1,22,20,1,19,12,1,19,12,1,18,17,1,18,17,1,18,17,1,18,17,1,22,20,1,22,20,1,19,12,1,19,12,1,19,12,1
62,2021-03-04,24,22,1,24,22,1,21,14,1,24,22,1,21,14,1,21,14,1,19,18,1,19,18,1,19,18,1,19,18,1,24,22,1,24,22,1,21,14,1,21,14,1,21,14,1
63,2021-03-05,25,22,1,25,22,1,22,14,1,25,22,1,22,14,1,22,14,1,21,18,1,21,18,1,21,18,1,21,18,1,25,22,1,25,22,1,22,14,1,22,14,1,22,14,1
64,2021-03-06,26,21,0,26,21,0,22,14,0,26,21,0,22,14,0,22,14,0,21,17,0,21,17,0,21,17,0,21,17,0,26,21,0,26,21,0,22,14,0,22,14,0,22,14,0
65,2021-03-07,24,20,0,24,20,0,23,13,0,24,20,0,23,13,0,23,13,0,20,17,0,20,17,0,20,17,0,20,17,0,24,20,0,24,20,0,23,13,0,23,13,0,23,13,0
66,2021-03-08,23,20,1,23,20,1,21,13,1,23,20,1,21,13,1,21,13,1,19,17,1,19,17,1,19,17,1,19,17,1,23,20,1,23,20,1,21,13,1,21,13,1,21,13,1
67,2021-03-09,26,21,1,26,21,1,22,13,1,26,21,1,22,13,1,22,13,1,21,17,1,21,17,1,21,17,1,21,17,1,26,21,1,26,21,1,22,13,1,22,13,1,22,13,1
68,2021-03-10,24,21,1,24,21,1,22,13,1,24,21,1,22,13,1,22,13,1,19,17,1,19,17,1,19,17,1,19,17,1,24,21,1,24,21,1,22,13,1,22,13,1,22,13,1
69,2021-03-11,24,21,1,24,21,1,22,13,1,24,21,1,22,13,1,22,13,1,22,17,1,22,17,1,22,17,1,22,17,1,24,21,1,24,21,1,22,13,1,22,13,1,22,13,1
70,2021-03-12,24,21,1,24,21,1,22,13,1,24,21,1,22,13,1,22,13,1,20,16,1,20,16,1,20,16,1,20,16,1,24,21,1,24,21,1,22,13,1,22,13,1,22,13,1
71,2021-03-13,23,20,0,23,20,0,21,13,0,23,20,0,21,13,0,21,13,0,18,17,0,18,17,0,18,17,0,18,17,0,23,20,0,23,20,0,21,13,0,21,13,0,21,13,0
72,2021-03-14,25,20,0,25,20,0,23,13,0,25,20,0,23,13,0,23,13,0,22,17,0,22,17,0,22,17,0,22,17,0,25,20,0,25,20,0,23,13,0,23,13,0,23,13,0
73,2021-03-15,26,21,1,26,21,1,22,13,1,26,21,1,22,13,1,22,13,1,24,16,1,24,16,1,24,16,1,24,16,1,26,21,1,26,21,1,22,13,1,22,13,1,22,13,1
74,2021-03-16,28,22,1,28,22,1,26,17,1,28,22,1,26,17,1,26,17,1,24,17,1,24,17,1,24,17,1,24,17,1,28,22,1,28,22,1,26,17,1,26,17,1,26,17,1
75,2021-03-17,28,22,1,28,22,1,26,14,1,28,22,1,26,14,1,26,14,1,24,19,1,24,19,1,24,19,1,24,19,1,28,22,1,28,22,1,26,14,1,26,14,1,26,14,1
76,2021-03-18,26,22,1,26,22,1,25,15,1,26,22,1,25,15,1,25,15,1,23,19,1,23,19,1,23,19,1,23,19,1,26,22,1,26,22,1,25,15,1,25,15,1,25,15,1
77,2021-03-19,26,22,1,26,22,1,24,15,1,26,22,1,24,15,1,24,15,1,22,19,1,22,19,1,22,19,1,22,19,1,26,22,1,26,22,1,24,15,1,24,15,1,24,15,1
78,2021-03-20,26,20,0,26,20,0,26,13,0,26,20,0,26,13,0,26,13,0,22,16,0,22,16,0,22,16,0,22,16,0,26,20,0,26,20,0,26,13,0,26,13,0,26,13,0
79,2021-03-21,25,19,0,25,19,0,22,12,0,25,19,0,22,12,0,22,12,0,17,13,0,17,13,0,17,13,0,17,13,0,25,19,0,25,19,0,22,12,0,22,12,0,22,12,0
80,2021-03-22,21,19,1,21,19,1,15,12,1,21,19,1,15,12,1,15,12,1,17,14,1,17,14,1,17,14,1,17,14,1,21,19,1,21,19,1,15,12,1,15,12,1,15,12,1
81,2021-03-23,22,19,1,22,19,1,21,13,1,22,19,1,21,13,1,21,13,1,18,15,1,18,15,1,18,15,1,18,15,1,22,19,1,22,19,1,21,13,1,21,13,1,21,13,1
82,2021-03-24,25,19,1,25,19,1,18,12,1,25,19,1,18,12,1,18,12,1,20,14,1,20,14,1,20,14,1,20,14,1,25,19,1,25,19,1,18,12,1,18,12,1,18,12,1
83,2021-03-25,26,20,1,26,20,1,22,13,1,26,20,1,22,13,1,22,13,1,18,17,1,18,17,1,18,17,1,18,17,1,26,20,1,26,20,1,22,13,1,22,13,1,22,13,1
84,2021-03-26,26,22,1,26,22,1,23,14,1,26,22,1,23,14,1,23,14,1,23,17,1,23,17,1,23,17,1,23,17,1,26,22,1,26,22,1,23,14,1,23,14,1,23,14,1
85,2021-03-27,28,23,0,28,23,0,24,16,0,28,23,0,24,16,0,24,16,0,24,19,0,24,19,0,24,19,0,24,19,0,28,23,0,28,23,0,24,16,0,24,16,0,24,16,0
86,2021-03-28,29,23,0,29,23,0,25,16,0,29,23,0,25,16,0,25,16,0,26,19,0,26,19,0,26,19,0,26,19,0,29,23,0,29,23,0,25,16,0,25,16,0,25,16,0
87,2021-03-29,28,20,1,28,20,1,24,18,1,28,20,1,24,18,1,24,18,1,25,20,1,25,20,1,25,20,1,25,20,1,28,20,1,28,20,1,24,18,1,24,18,1,24,18,1
88,2021-03-30,25,23,1,25,23,1,30,17,1,25,23,1,30,17,1,30,17,1,25,21,1,25,21,1,25,21,1,25,21,1,25,23,1,25,23,1,30,17,1,30,17,1,30,17,1
89,2021-03-31,27,24,1,27,24,1,27,18,1,27,24,1,27,18,1,27,18,1,23,21,1,23,21,1,23,21,1,23,21,1,27,24,1,27,24,1,27,18,1,27,18,1,27,18,1
90,2021-04-01,30,24,1,30,24,1,25,17,1,30,24,1,25,17,1,25,17,1,27,21,1,27,21,1,27,21,1,27,21,1,30,24,1,30,24,1,25,17,1,25,17,1,25,17,1
91,2021-04-02,30,24,1,30,24,1,26,17,1,30,24,1,26,17,1,26,17,1,26,21,1,26,21,1,26,21,1,26,21,1,30,24,1,30,24,1,26,17,1,26,17,1,26,17,1
92,2021-04-03,28,24,0,28,24,0,25,17,0,28,24,0,25,17,0,25,17,0,24,19,0,24,19,0,24,19,0,24,19,0,28,24,0,28,24,0,25,17,0,25,17,0,25,17,0
93,2021-04-04,27,22,0,27,22,0,25,15,0,27,22,0,25,15,0,25,15,0,20,15,0,20,15,0,20,15,0,20,15,0,27,22,0,27,22,0,25,15,0,25,15,0,25,15,0
94,2021-04-05,24,22,0,24,22,0,23,15,0,24,22,0,23,15,0,23,15,0,20,16,0,20,16,0,20,16,0,20,16,0,24,22,0,24,22,0,23,15,0,23,15,0,23,15,0
95,2021-04-06,25,22,1,25,22,1,23,15,1,25,22,1,23,15,1,23,15,1,20,17,1,20,17,1,20,17,1,20,17,1,25,22,1,25,22,1,23,15,1,23,15,1,23,15,1
96,2021-04-07,25,22,1,25,22,1,24,15,1,25,22,1,24,15,1,24,15,1,21,18,1,21,18,1,21,18,1,21,18,1,25,22,1,25,22,1,24,15,1,24,15,1,24,15,1
97,2021-04-08,25,21,1,25,21,1,23,15,1,25,21,1,23,15,1,23,15,1,22,17,1,22,17,1,22,17,1,22,17,1,25,21,1,25,21,1,23,15,1,23,15,1,23,15,1
98,2021-04-09,24,21,1,24,21,1,21,15,1,24,21,1,21,15,1,21,15,1,19,18,1,19,18,1,19,18,1,19,18,1,24,21,1,24,21,1,21,15,1,21,15,1,21,15,1
99,2021-04-10,27,22,0,27,22,0,23,15,0,27,22,0,23,15,0,23,15,0,22,18,0,22,18,0,22,18,0,22,18,0,27,22,0,27,22,0,23,15,0,23,15,0,23,15,0
100,2021-04-11,28,22,0,28,22,0,23,15,0,28,22,0,23,15,0,23,15,0,26,20,0,26,20,0,26,20,0,26,20,0,28,22,0,28,22,0,23,15,0,23,15,0,23,15,0
101,2021-04-12,28,23,1,28,23,1,23,16,1,28,23,1,23,16,1,23,16,1,26,20,1,26,20,1,26,20,1,26,20,1,28,23,1,28,23,1,23,16,1,23,16,1,23,16,1
102,2021-04-13,28,23,1,28,23,1,25,17,1,28,23,1,25,17,1,25,17,1,25,19,1,25,19,1,25,19,1,25,19,1,28,23,1,28,23,1,25,17,1,25,17,1,25,17,1
103,2021-04-14,27,23,1,27,23,1,23,16,1,27,23,1,23,16,1,23,16,1,20,19,1,20,19,1,20,19,1,20,19,1,27,23,1,27,23,1,23,16,1,23,16,1,23,16,1
104,2021-04-15,27,23,1,27,23,1,23,16,1,27,23,1,23,16,1,23,16,1,23,19,1,23,19,1,23,19,1,23,19,1,27,23,1,27,23,1,23,16,1,23,16,1,23,16,1
